 Date, Tweet Text, Tweet ID,Candidate, Tweet Favorite Count, Tweet Place, Candidate Account, Tweet Retweet Count
2018-03-24 16:28:21,"“When I was a kid, the classroom was a place of safety, security, and love. I’m disappointed and sad that today’s students have to fear for their lives going to school. That’s just one reason I’m here today.”
- Ron
#MarchForOurLives https://t.co/afHNstIlB4",977582903826796544,Brown,88,,Brown_campaign,22
2018-03-24 15:08:28,"""We’re both teachers and we’re marching today for the students who have been killed. Our schools are not for violence!""

-Karen and Sue
#MarchForOurLives https://t.co/dMcPWogAbs",977562802171842561,Brown,101,,Brown_campaign,22
2018-03-24 14:33:25,I am proud to support the incredible students behind #MarchForOurLives as they march today to demand an end to mass shootings in our country. https://t.co/xzsokRjhTg,977553980086726657,Brown,440,,Brown_campaign,117
2018-03-20 15:50:42,"Heartbreaking news from Great Mills High School this morning. We stand with the students, their loved ones, and all those touched by yet another senseless tragedy.",976123875628081152,Brown,110,,Brown_campaign,19
2018-03-07 20:02:13,"This is just one of the first bipartisan steps we can take right now to make schools safer in every community. 

https://t.co/T010bEcME0",971476131126931456,Brown,5,,Brown_campaign,5
2018-02-27 16:12:35,".@Ell_Dell64 is right—we need to arm teachers with more supplies and resources. It is our duty to ensure that every child has a level playing field and equal opportunities, no matter their zip code. https://t.co/1zSx1kT4EJ",968519238641225728,Brown,178,,Brown_campaign,42
2017-12-14 20:58:36,"Today, we remember and honor the 20 children and 6 teachers who lost their lives in a senseless act of violence at Sandy Hook Elementary.

Their loved ones deserve more than thoughts and prayers. It's well past time America passed common-sense gun laws. https://t.co/OSI5vVWPLv",941412127264399360,Brown,83,,Brown_campaign,28
2017-08-22 23:02:30,"All Ohioans have a right to feel safe where they live, worship, or go to school  -SB https://t.co/9eBCSD8dPi",900131090786111488,Brown,50,,Brown_campaign,14
2018-06-01 00:22:22,Thanks to students in CLE today who joined us to discuss gun violence prevention. We can’t say we're doing what it takes to keep Americans safe until we're finally willing to pass commonsense laws to protect Ohioans from gun violence. We will not give up on making America safer. https://t.co/8DbsxrlwqF,1002344567314767873,Brown,379,,Brown_office,70
2018-03-27 17:02:20,Thanks to Stoneman Douglas students who met with the team in my office last week. Their activism is making an incredible difference in the fight to pass commonsense laws to protect all Americans from gun violence. Hear from Emily about how this movement for change came together. https://t.co/6TLGDCTeyf,978678620804800513,Brown,764,,Brown_office,132
2018-03-14 17:41:47,"On #NationalWalkoutDay - thank you to teachers and administrators for your efforts to support student activism, and most importantly, thank you to all the students for your advocacy and your passion.",973977506893189121,Brown,1738,,Brown_office,369
2018-03-07 00:30:22,"The STOP School Violence Act is one step we can take right now to boost safety in communities everywhere, but it is just part of a comprehensive, bipartisan convo about steps we can take to prevent tragedies, which must also include gun safety measures. https://t.co/fZUohEygMH",971181224143347712,Brown,200,,Brown_office,54
2018-02-21 22:40:14,"I have always respected the rights of hunters, collectors, and other law-abiding gun owners, and no one intends to take away their guns. But when our children are not safe in their schools, it’s clear something has to be done to protect against gun violence. -SB",966442468005859328,Brown,868,,Brown_office,183
2018-02-14 23:41:45,"Connie and I are heartbroken for all those affected by yet another senseless act of violence today. We grieve with the Parkland community, and thank the first responders who came to the scene and the medical professionals caring for the injured. -SB",963921233246081024,Brown,927,,Brown_office,118
2017-12-08 15:56:30,"@jctgov @CustomsBorder Benefits for Public Safety Officers: $10 million would be cut from the Public Safety Officers’ Benefits Program, which provides disability benefits to Ohio officers injured in the line of duty as well as survivor &amp; education benefits to family members killed in the line of duty.",939161776356241408,Brown,111,,Brown_office,92
2017-04-26 22:43:34,Congrats to National Finalists @RossRams1 for developing Protection Prep app so students can report incidents &amp; stay safe! #SamsungSolveRHS,857364560344481792,Brown,52,,Brown_office,20
2017-02-23 23:13:04,Schools must be places where all children feel safe and welcome to learn.,834903934343004161,Brown,967,,Brown_office,194
2016-11-28 16:21:24,Connie and I are thinking of the entire OSU community and our first responders as they work to keep students and faculty safe.,803272590521462784,Brown,432,,Brown_office,114
2018-05-18 21:57:32,"This is now the 13th time I have been asked to lower the flags for a mass shooting. The first time was one too many. We must work towards a future where mass shootings and schoolyard deaths are not only illegal, they are unheard of. America is better than this. https://t.co/VoucyHzGhK",997597076027461637,Bullock,458,,Bullock_office,134
2018-03-29 20:37:21,".@Trevornoah meanwhile, in the same town and across the state, thousands of students organized #MarchForOurLives rallies. How about you come to Montana, I'll make you lunch and show you what Montana's really about. https://t.co/InzV5mz3aJ",979457507016851456,Bullock,463,,Bullock_office,113
2018-03-24 20:38:36,I was heartened and inspired to attend #MarchForOurLives as a parent and a policymaker. It’s time policymakers stop giving speeches and instead listen to the voices of these students. https://t.co/RaTc1IFUD2,977645880244252672,Bullock,403,,Bullock_office,80
2018-03-22 21:10:23,"Thanks to bipartisan solutions to balance the state's budget, our positive credit outlook has been affirmed. Montana continues to maintain our fiscal strength and I look forward to using that strength to continue investments in critical health, education, and public safety. https://t.co/ap5xi1DOZN",976929105210822656,Bullock,55,,Bullock_office,5
2018-03-14 16:50:23,"Last week, I heard from high school students in Helena, MT to talk about guns. We have so much to learn from them. Like the students of Parkland, FL, they believe in taking control of their own future and safety. They are change-makers. #NationalWalkoutDay https://t.co/wNtj2PRXT2",973964570246041600,Bullock,200,,Bullock_office,47
2018-02-15 17:57:28,"I'm ordering flags to be flown at half-staff out of respect for the victims and families of the mass shooting that took place in Parkland, Florida. https://t.co/3aE64IpysL",964196980208517120,Bullock,148,,Bullock_office,38
2017-02-15 22:45:47,We need to invest in infrastructure for folks like in Frenchtown who want to expand a bridge so their kids can safely get to school. #mtleg https://t.co/HzpKcrQS7v,831997964633583616,Bullock,44,,Bullock_office,11
2015-11-13 16:50:59,Corvallis High School’s one of the top 100 schools promoting safe driving. Vote here to help Corvallis win! https://t.co/9iJIakT7gL,665210259343060992,Bullock,0,,Bullock_office,0
2015-03-03 17:06:01,#BuildMT will make critical upgrades ensuring our students learn in safe and supportive classrooms http://t.co/wERASPXMHA #MTLeg,572805138286579712,Bullock,3,,Bullock_office,3
2015-02-16 01:05:11,"#BuildMT will help schools ensure students are learning is safe classrooms, equipped to teach http://t.co/UAEIAg5p47 #MTLeg",567127516415287296,Bullock,2,,Bullock_office,2
2014-09-08 19:20:21,MT @GGUnitedWay: @GovernorBullock speaking to community members at Park HS's Innovation in Education luncheon today http://t.co/ORiiPYBQiu,509058678956494848,Bullock,0,,Bullock_office,1
2018-12-14 17:53:18,"RT @delaneytarr: Today will be 6 years since the shooting at Sandy Hook. 
It will also be 10 months since the shooting at Stoneman Douglas…",1073637067610120192,Buttigieg,0,,Buttigieg_campaign,4904
2018-09-25 20:05:09,"RT @AMarch4OurLives: Mayor Pete of South Bend, IN (@PeteButtigieg) went to Riley High School to speak to gov't students about the importanc…",1044679217131261953,Buttigieg,0,,Buttigieg_campaign,64
2018-08-28 12:56:11,"RT @longlivekcx: I turned 18 the day after the shooting at my school. 
Today I voted for the first time. and there’s no good reason for you…",1034424405336760320,Buttigieg,0,,Buttigieg_campaign,6653
2018-05-26 21:33:23,@HicksCBER @ibdsh @sothenkatiesays Are you aware of any studies that refute (or otherwise evaluate) the strong intuition that CT's remarkable drop in gun violence after 2012 had to do with the impact of the state's policy changes?,1000490102647291904,Buttigieg,0,,Buttigieg_campaign,0
2018-05-26 02:48:18,"RT @indystar: Jason Seaman, the teacher who intervened in the Noblesville school shooting, has released a heartfelt statement thanking firs…",1000206965690257408,Buttigieg,0,,Buttigieg_campaign,472
2018-05-25 18:39:15,"The school shooting epidemic has come to our state. An entire generation is losing respect for those in charge, with good reason.",1000083893675053056,Buttigieg,1059,"Place(bounding_box=BoundingBox(type='Polygon', coordinates=[[[-86.385306, 41.598756], [-86.19642, 41.598756], [-86.19642, 41.760555], [-86.385306, 41.760555]]], _api=<tweepy.api.API object at 0x7f28d093e908>), full_name='South Bend, IN', id='20a70247c3cbdd23', country='United States', url='https://api.twitter.com/1.1/geo/id/20a70247c3cbdd23.json', name='South Bend', attributes={}, place_type='city', _api=<tweepy.api.API object at 0x7f28d093e908>, country_code='US', contained_within=[])",Buttigieg_campaign,250
2018-04-09 19:31:09,"RT @usmayors: Join us live on @cspan as mayors and police chiefs meet today to discuss school safety, community relations, and other issues…",983427113201041409,Buttigieg,0,,Buttigieg_campaign,8
2018-04-09 18:19:20,RT @SteveBenjaminSC: Joining 20 colleague Mayors &amp; two dozen Police Chiefs In discussing school shootings &amp; gun violence today. @cspanradio…,983409039014072320,Buttigieg,0,,Buttigieg_campaign,4
2018-03-27 03:01:42,"RT @brianschatz: It’s no exaggeration to say that those in power are failing the young. On climate, guns, education, civil rights, and econ…",978467068197638144,Buttigieg,0,,Buttigieg_campaign,2783
2018-03-24 21:21:11,So proud to stand behind these students - all they ask is for leaders to put their lives first. Now they are the leaders. #MarchForOurLives https://t.co/RLrlHcWS3Y,977656597794213889,Buttigieg,336,"Place(bounding_box=BoundingBox(type='Polygon', coordinates=[[[-86.385306, 41.598756], [-86.19642, 41.598756], [-86.19642, 41.760555], [-86.385306, 41.760555]]], _api=<tweepy.api.API object at 0x7f28d093e908>), full_name='South Bend, IN', id='20a70247c3cbdd23', country='United States', url='https://api.twitter.com/1.1/geo/id/20a70247c3cbdd23.json', name='South Bend', attributes={}, place_type='city', _api=<tweepy.api.API object at 0x7f28d093e908>, country_code='US', contained_within=[])",Buttigieg_campaign,43
2018-03-24 20:53:39,With some of our incredible Youth Task Force students before the South Bend #MarchForOurLives https://t.co/0e1mxflCa4,977649668355186689,Buttigieg,147,"Place(bounding_box=BoundingBox(type='Polygon', coordinates=[[[-86.2534237028051, 41.67521793257072], [-86.2534237028051, 41.67521793257072], [-86.2534237028051, 41.67521793257072], [-86.2534237028051, 41.67521793257072]]], _api=<tweepy.api.API object at 0x7f28d093e908>), full_name='County City Building', id='07d9e72068087000', country='United States', url='https://api.twitter.com/1.1/geo/id/07d9e72068087000.json', name='County City Building', attributes={}, place_type='poi', _api=<tweepy.api.API object at 0x7f28d093e908>, country_code='US', contained_within=[])",Buttigieg_campaign,16
2018-03-23 16:38:27,"Glad that South Bend will be represented in DC by local students, members of my church, and others. I'll be at the local march here tomorrow at 5, demanding national action, because a city cannot fight gun violence alone. https://t.co/FD2c6Ns4jx",977223058464428032,Buttigieg,211,,Buttigieg_campaign,36
2018-03-23 12:23:24,Thanks @suptdrmccormick for your visit to South Bend and a chance to discuss educational and safety priorities for kids in South Bend! https://t.co/aFWlLPEtjX,977158871201517569,Buttigieg,37,,Buttigieg_campaign,7
2018-03-14 21:21:22,"RT @WhsPanthers60: Mayor Pete @PeteButtigieg spoke to hundreds of students at the Washington High School walkout.
""I wish I was here for a…",974032766642814977,Buttigieg,0,,Buttigieg_campaign,44
2018-03-14 15:28:12,RT @MFosmoe: Hundreds of Adams HS students chant “We demand action!” #NationalSchoolWalkout @SBTribune https://t.co/c2uKm3nlKQ,973943888087015424,Buttigieg,0,,Buttigieg_campaign,75
2018-03-14 15:26:38,RT @justinlmack: Students from Center For Inquiry school 2 have begun their walkout and march in downtown Indianapolis https://t.co/CEl6LQv…,973943493109407747,Buttigieg,0,,Buttigieg_campaign,51
2018-03-14 15:01:30,The moral clarity and energy of our students fills me with hope. #NationalSchoolWalkout https://t.co/d0nVGA7NKG,973937167134347265,Buttigieg,391,"Place(bounding_box=BoundingBox(type='Polygon', coordinates=[[[-86.385306, 41.598756], [-86.19642, 41.598756], [-86.19642, 41.760555], [-86.385306, 41.760555]]], _api=<tweepy.api.API object at 0x7f28d093e908>), full_name='South Bend, IN', id='20a70247c3cbdd23', country='United States', url='https://api.twitter.com/1.1/geo/id/20a70247c3cbdd23.json', name='South Bend', attributes={}, place_type='city', _api=<tweepy.api.API object at 0x7f28d093e908>, country_code='US', contained_within=[])",Buttigieg_campaign,74
2018-03-14 13:46:22,"Gun violence, like climate and taxes, has become an issue of inter-generational justice. #NationalSchoolWalkout",973918260486901761,Buttigieg,147,,Buttigieg_campaign,29
2017-11-30 16:30:32,"@babybf23 Some ideas: encourage applicants to SBPD, volunteer with Goodwill or Dismas in their work w/ex-offenders to break cycles of violence, invite officers to community/church/school/neighborhood events",936271235155144704,Buttigieg,0,,Buttigieg_campaign,0
2017-10-24 12:16:17,"The budget invests in infrastructure, public safety, and economic development while taking new steps on education, addiction, and health.",922798902239211520,Buttigieg,18,,Buttigieg_campaign,4
2017-08-25 12:59:34,Thankful that quick action and professionalism by school staff and @southbendpolice officers ensured a safe resolution yesterday. https://t.co/SXpXJHoFjd,901066522646519813,Buttigieg,74,,Buttigieg_campaign,4
2018-12-14 16:21:06,"Our children are our priority, and six years ago Americans got a wake-up call that we must do more to protect them from gun violence. We cannot rest until we do right by the 20 schoolchildren and six educators at #sandyhook who died trying to protect them. #endgunviolence",1073613864963584000,Castro,697,,Castro_campaign,160
2018-09-29 23:14:31,"RT @AndrewGillum: As Governor, I will raise teacher pay, pass common sense gun safety laws, and end the privatization of our public school…",1046176424397287424,Castro,0,,Castro_campaign,779
2018-09-04 20:43:49,"RT @NBCNews: Fred Guttenberg, father of Parkland victim, Jaime, tries to shakes hands with Brett Kavanaugh: ""My daughter was murdered at Pa…",1037078804072734721,Castro,0,,Castro_campaign,9240
2018-05-19 00:21:51,"RT @hardball: ""It is shame that the United States Congress hasn't done anything to protect our students from gun violence.""  @JoaquinCastro…",997633395613192192,Castro,0,,Castro_campaign,215
2018-04-23 18:16:40,RT @opportunity1st: Between student walkouts and young leaders speaking out against gun violence -- we have been reminded of America’s prou…,988481796420587521,Castro,0,,Castro_campaign,14
2018-04-21 22:14:16,RT @thehill: Father joins 10-year-old daughter for school walkout when no one else would https://t.co/ukfKaFCzaR https://t.co/wt0oThBrA5,987816818046849024,Castro,0,,Castro_campaign,821
2018-04-20 18:28:27,"Proud to see so many San Antonio high school students make their voices heard to end gun violence.
#NationalSchoolWalkoutDay https://t.co/42inIvpknp",987397601199878144,Castro,216,,Castro_campaign,32
2018-04-20 15:57:47,Inspired by students celebrating college admission today at #CollegeSigningDay and by those participating in #NationalSchoolWalkoutDay. Bright years ahead because of them. https://t.co/nXYswxWbHb,987359684968566785,Castro,67,,Castro_campaign,17
2018-04-20 12:25:08,Glad to see my alma mater on this list. Best wishes to students across our country today as they make their voices heard to end senseless gun violence. #NationalSchoolWalkoutDay https://t.co/PGgtUTaow0,987306167398432768,Castro,70,,Castro_campaign,20
2018-04-20 04:44:46,"RT @VaughnHillyard: With AZ teacher walkout looming, this is Warren Brannoch, a Republican, Trump voter, looking to potentially vote for De…",987190312903827456,Castro,0,,Castro_campaign,154
2018-03-27 03:25:14,RT @EmilyJDonaldson: Students at San Antonio’s #marchforourlives lay down in a die-in in front of the Alamo to symbolize the lives lost thr…,978472987451166726,Castro,0,,Castro_campaign,40
2018-03-22 13:56:18,RT @opportunity1st: Between student walkouts and young leaders speaking out against gun violence -- we have been reminded of America’s prou…,976819861853736960,Castro,0,,Castro_campaign,17
2018-02-22 16:42:47,"RT @AmeliaKeaneNH: Bill to allow University students to carry guns on campus, at events, and in the classroom is defeated by @NHHouseofReps…",966714898507067393,Castro,0,,Castro_campaign,35
2018-02-22 05:57:51,"RT @cnnbrk: Florida school shooting survivor Cameron Kasky challenges Sen. Marco Rubio: ""Can you tell me right now that you will not accept…",966552596675727360,Castro,0,,Castro_campaign,8707
2018-02-21 18:37:54,RT @LeoShane: Sizable group of high school protestors (on gun control) between the Capitol and Supreme Court right now. Steady stream comin…,966381481718353924,Castro,0,,Castro_campaign,170
2018-02-19 02:17:28,"RT @NateSilver538: So far, Parkland is *not* fading from the news the way that mass shootings usually do. (The graph shows Google searches…",965409970803105795,Castro,0,,Castro_campaign,14750
2018-02-18 00:03:46,"RT @MichaelSkolnik: Emma Gonzalez. A student at Marjory Stoneman Douglas High School. 

An American Hero. 

Watch This. 

All of it. 

The…",965013939762417665,Castro,0,,Castro_campaign,113848
2018-02-16 15:26:21,RT @JoaquinCastrotx: Pro-Gun #RussianBots flood @twitter after #ParklandShooting. https://t.co/lsHsVnIaO5,964521338936418304,Castro,0,,Castro_campaign,103
2018-01-24 18:23:36,RT @RevChuckCurrie: This morning I turned on cable news to hear about the #KentuckySchoolShooting. There was no coverage. I’m sure at some…,956231021149806594,Castro,0,,Castro_campaign,100
