"Username","Location","Verified User?","Tweet ID","Tweet Time","Tweet Text","Tweet Place","Retweet Count","Favorite Count"
"Kym Meyer","Wuh-stah, MA","False","1084411991685545984","2019-01-13 11:29:00","I’m heading to DC for a week, during the longest federal government shutdown, to participate in the @HECSEducation Policy &amp; Politics of #SpecialEducation short course. I’m sure the conversations will be fascinating! #HECSESummit #phdlife #edpolicy #mapoli https://t.co/94FCBxMi1C","","0","5"
"Tyler Clark","Bowling Green, KY","False","1084311286266122240","2019-01-13 04:48:50","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"MCGATE.org","Baltimore, MD","False","1084301518348697600","2019-01-13 04:10:01","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"Benna Haas","North Carolina, USA","False","1084294891042045953","2019-01-13 03:43:41","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"TheDailyEDU","","False","1084289086414905344","2019-01-13 03:20:37","RT @chrisdaviscng: a restorative piece from @AJCGetSchooled urging distancing from edu-coroporate transactional approaches to learning envi…","","2","0"
"Chris Davis","Bogota","False","1084288749872336896","2019-01-13 03:19:17","a restorative piece from @AJCGetSchooled urging distancing from edu-coroporate transactional approaches to learning environments, a call for focus on the relationships within a learning system 

https://t.co/F9rmYVdJYS #edchat #edpolicy #k12 #higherEd #education #learningspaces https://t.co/HUpj9rzUTK","","2","0"
"Rimwe","Dr. Diana S. Perdue","False","1084279774254690306","2019-01-13 02:43:37","#edchat #edreform #edpolicy #K12 https://t.co/zHhOSp9ThA","","0","0"
"STΞM.org","Worldwide","True","1084275431551963137","2019-01-13 02:26:22","Breaking science, technology, engineering &amp; mathematics (STEM) news from around the web. #DailySTEMIntelligencer 

https://t.co/FpGaP5vCia Thanks to @niri_sarah @DavidE_NSTA @NationalHerald #stem #edpolicy","","0","1"
"the Playmaker","Kentucky, USA","False","1084274064234110976","2019-01-13 02:20:56","RT @AriannaProthero: Many South Carolina charter schools are racially imbalanced, triggering investigations https://t.co/Wa7fb67nSF via @po…","","4","0"
"Mi-1 Media","Statesville, NC, USA","False","1084252334669160451","2019-01-13 00:54:35","The latest The Community Daily! https://t.co/GByFeKukq1 Thanks to @vickimcnally @LAVC_PTK #edpolicy #scipol","","0","0"
"EdTech Classes","Colorado, USA","False","1084221476658663424","2019-01-12 22:51:58","Arne Duncan: 6 Lessons I’ve Learned From My Time in Education - EdSurge News https://t.co/yVlkC3b3UY #edpolicy","","0","0"
"Kristilyn Oda, NBCT 🌸","Hawaii","False","1084159477316694016","2019-01-12 18:45:36","RT @tedfujimoto: Curiosity is powerful. The most desired employees, entreprenuers, innovators, educators are driven by it!  Schools need to…","","29","0"
"Lara Perez-Felkner","Tallahassee, FL","False","1084158140550123522","2019-01-12 18:40:18","The 2020 Campaign is getting exciting and is highly education-relevant. #PreKfortheUSA &amp; a building force for #FreeCollege for the 1st 2 years. #EdPolicy #RealCollege","","0","1"
"Nat M","","False","1084148405192937473","2019-01-12 18:01:36","In this picture of the current government shutdown, I was forcibly struck by how insignificant the Education dot is! No wonder we graduate only 84% of high school students. Our priorities have to change! #edequity #edpolicy #edgap https://t.co/99e24bZWU0","","0","0"
"Whitney Weirick","Arizona, USA","False","1084145026257448961","2019-01-12 17:48:11","RT @KnEzmom: What is the Alice Cogswell and Anne Sullivan Macy Act (H.R.1120)?  It’s a act filed to improve #IDEA educational services for…","","1","0"
"Indiana University Education Policy Studies","","False","1084117422909677569","2019-01-12 15:58:30","RT @CLub_edu: Glad to work with Federico on this!  @Waitollerf #edchat #edpolicy https://t.co/1liLlgBdkl","","1","0"
"Learning Community","Cincinnati, Ohio","False","1084114085472538624","2019-01-12 15:45:14","Read stories about #PersonalizedLearning, the #FutureofLearning and #EdPolicy in @KnowledgeWorks' weekly newsletter. Subscribe at: https://t.co/GB3QnGiXaq #EdChat #EducationPolicy #FutureEd https://t.co/8TN0QBiDcD","","0","0"
"Chris Lubienski","Indiana, USA","False","1084112483290411008","2019-01-12 15:38:52","Glad to work with Federico on this!  @Waitollerf #edchat #edpolicy https://t.co/1liLlgBdkl","","1","4"
"STEMNASTICS LLC","Maryland, USA","False","1084102478990323712","2019-01-12 14:59:07","RT @EdSurge: ""The single best investment we can make is in high-quality early childhood education."" -Arne Duncan, ninth U.S. secretary of e…","","5","0"
"Dan Galante","New York, NY","False","1084099636095266816","2019-01-12 14:47:49","#EdTech Guide to using #Marketing &amp; #Growthhacking to #innovate #Education 
https://t.co/c80OyVhGxB
#admin #sped #ell #classroom
#edreform #edpolicy #teacher #schools #suptchat #elemchat #MSChat #HSChat #edtechchat #STEM #Steam #edchat #ELearning #Innovation #GivingTuesday","","0","2"
"John Fischer","Washington DC ","False","1084099288005820417","2019-01-12 14:46:26","RT @edcommission: If you are a #policymaker searching for fast, in-depth and unbiased answers to pressing #EdPolicy questions, contact us t…","","1","0"
"Dr. Erinn C.F. Floyd","Alabama, USA","False","1084095221397364736","2019-01-12 14:30:16","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"PPS Arts Education","Pittsburgh, PA","False","1084088100761030656","2019-01-12 14:01:59","RT @MalissaShriver: Love that this study included #access to #ArtsEd 4 improved school #culture &amp; reduction of ""opportunity"" gap #edpolicy…","","4","0"
"Frederick M. Hess","Washington DC","True","1084088030183546880","2019-01-12 14:01:42","RT @nyusteinhardt: Congratulations to our seven faculty members who were ranked among the most influential #EdPolicy academics in the count…","","8","0"
"Curio Learning","United States","False","1084086813780774913","2019-01-12 13:56:52","RT @tedfujimoto: Curiosity is powerful. The most desired employees, entreprenuers, innovators, educators are driven by it!  Schools need to…","","29","0"
"Gregory Firn","Grand Praire, Texas","False","1084086200661626880","2019-01-12 13:54:26","RT @EdSurge: ""The single best investment we can make is in high-quality early childhood education."" -Arne Duncan, ninth U.S. secretary of e…","","5","0"
"Rosie C. Bailey","","False","1084085731897868291","2019-01-12 13:52:34","RT @EdSurge: ""The single best investment we can make is in high-quality early childhood education."" -Arne Duncan, ninth U.S. secretary of e…","","5","0"
"ᴍᴀʀɪᴀɴɴᴇ ᴛ. ɢʀᴇᴇɴ","Washington, DC","False","1084073994658164739","2019-01-12 13:05:56","RT @EdSurge: ""The single best investment we can make is in high-quality early childhood education."" -Arne Duncan, ninth U.S. secretary of e…","","5","0"
"Chuck Warfield, Ed.D.","","False","1084064056917528576","2019-01-12 12:26:26","RT @lgoldrick25: The transformation of the #teaching workforce — Updated research from the @PennGSE’s Richard Ingersoll finds new trends in…","","3","0"
"Kym Meyer","Wuh-stah, MA","False","1084062406001782785","2019-01-12 12:19:53","What is the Alice Cogswell and Anne Sullivan Macy Act (H.R.1120)?  It’s a act filed to improve #IDEA educational services for #deaf #blind #hardofhearing #deafblind #lowincidence #specialeducation children. Read more: https://t.co/RIRV0anl02 #CogswellMacyAct #DeafEd #edpolicy","","1","4"
"Mónica García","Los Angeles, CA","False","1083996260191760385","2019-01-12 07:57:02","RT @EdSurge: ""The single best investment we can make is in high-quality early childhood education."" -Arne Duncan, ninth U.S. secretary of e…","","5","0"
"EdSurge","Silicon Valley","True","1083996002040905728","2019-01-12 07:56:01","""The single best investment we can make is in high-quality early childhood education."" -Arne Duncan, ninth U.S. secretary of education. https://t.co/OlFpWj94eN #edpolicy #edchat","","5","6"
"ModernWorld Cen","United Kingdom","False","1083992358734188544","2019-01-12 07:41:32","#Study #dig &amp; #disseminate #unbelievable selected #itemization in 'Modern World: The Sciences' daily https://t.co/lDeO9lJYWD #edleaders #edpolicy","","0","0"
"Getting Smart","","False","1083980163933716480","2019-01-12 06:53:05","""A paradigm shift is underway, and it’s both exciting and critical to our ability to create equity in opportunity and outcomes for all students."" #ESSA #EdPolicy #EdChat  https://t.co/GlgDgUPxNx","","0","1"
"Corina Pastrana","","False","1083970584445419520","2019-01-12 06:15:01","RT @JohnSegota: Are some students being shut out of the Seal of Biliteracy? | The Truth About Bilingualism: It's Only for Some Students htt…","","2","0"
"Rayna","Chicago, IL","False","1083963041035812864","2019-01-12 05:45:02","BIG NEWS: 45 States to Receive #Preschool #DevelopmentGrants https://t.co/4mzHQTEjub #ECE #EarlyChildhoodEducation #Funding #EdPolicy","","0","1"
"Ann Marie Batista","Huntsville, AL","False","1083936269770649601","2019-01-12 03:58:39","RT @TESOL_Assn: Registration is now open for the 2019 #TESOL Advocacy &amp; Policy Summit! Register now to save! https://t.co/mZcPrIQAik #edpol…","","5","0"
"Dwight Manning","Manhattan","False","1083933509536940032","2019-01-12 03:47:41","RT @TC_OTE: Week of Jan. 7 in Teacher Ed News #TeachingResidency #teacherprep #highereducation #edpolicy #edpolitics 
@J_Henig @chrisemdin…","","1","0"
"Najoua Hotard","","False","1083929089570979840","2019-01-12 03:30:08","RT @TESOL_Assn: Registration is now open for the 2019 #TESOL Advocacy &amp; Policy Summit! Register now to save! https://t.co/mZcPrIQAik #edpol…","","5","0"
"David Cutler","Alexandria, VA","False","1083925004121788416","2019-01-12 03:13:53","RT @TESOL_Assn: Registration is now open for the 2019 #TESOL Advocacy &amp; Policy Summit! Register now to save! https://t.co/mZcPrIQAik #edpol…","","5","0"
"Jonathan Plucker","Connecticut and Maryland","False","1083918793674555392","2019-01-12 02:49:13","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"Liam Goldrick","Philadelphia, PA","False","1083916765346832384","2019-01-12 02:41:09","RT @lgoldrick25: The transformation of the #teaching workforce — Updated research from the @PennGSE’s Richard Ingersoll finds new trends in…","","3","0"
"Beth Ann Jackman","","False","1083902051786973184","2019-01-12 01:42:41","RT @MindShiftKQED: More colleges of education and state education departments are beginning to put a priority on teaching their general cla…","","28","0"
"Renee Moore","Mississippi","False","1083886367778721795","2019-01-12 00:40:22","RT @mdawriter: Four things we can all do to support Black girls. 💜💯

#edpolicy #edequity https://t.co/ypHGBWhlRI","","1","0"
"TheDailyEDU","","False","1083881485734694912","2019-01-12 00:20:58","RT @chrisdaviscng: reality check on student data &amp; big tech in schools, making 2019 the year of #dataprivacy for #k12 

https://t.co/NtzJV1…","","1","0"
"Chris Davis","Bogota","False","1083880514065391616","2019-01-12 00:17:06","reality check on student data &amp; big tech in schools, making 2019 the year of #dataprivacy for #k12 

https://t.co/NtzJV1xOyV #education #edtech #edpolicy #studentdata https://t.co/DvBThyYQG2","","1","0"
"Amanda J. Lester","","False","1083877649288777733","2019-01-12 00:05:43","RT @Hunt_Institute: Listen at Lunch: The Intersection Webinar this week highlighted #Edpolicy considerations and key takeaways from two #Pr…","","2","0"
"CA Rural Ed Network","","False","1083873825656193025","2019-01-11 23:50:32","RT @educationnw: Developing the next generation of Native #EdLeaders! Learn more about our scholarship for #NativeStudents in the #PacNW wh…","","1","0"
"Richard P. Phelps","Asheville, NC  USA","False","1083852722812715009","2019-01-11 22:26:40","Dismissive reviews in education policy research -- A list https://t.co/CVPqmoRO5j  #edchat #edreform #edpolicy #education #COF_ @LJA_Foundation @CEPdata @InsidePhilanthr @npquarterly @JoyceFdn @LuminaFound @Hewlett_Found @BroadFoundation @WaltonFamilyFdn","","1","0"
"Matt Jordan","Denver, CO","False","1083846448972685313","2019-01-11 22:01:44","RT @edcommission: 2019 brings 20 new governors, 21 new state board of education members, 2 new elected chief state school officers &amp; hundre…","","5","0"
"Education Dive: K12","Washington, DC","False","1083842249052557314","2019-01-11 21:45:03","“I think these things are basically meaningless documents — you take the same basic reasonable insights and try to dress them up,” one expert said. https://t.co/VZt3rdUg6i #K12 #STEM #edpolicy @AEI @StemEdCoalition @Education_AIR @TeachingSTEM","","0","0"
"Jorge F. Figueroa (Dr. J)","Denton, TX","False","1083842154701692929","2019-01-11 21:44:41","RT @TESOL_Assn: Registration is now open for the 2019 #TESOL Advocacy &amp; Policy Summit! Register now to save! https://t.co/mZcPrIQAik #edpol…","","5","0"
"Chris Davis","Bogota","False","1083838957157179392","2019-01-11 21:31:58","the absurdity of the blatant Edu-corporate control of the dissemination of knowledge - the #opensource argument for @Sci_Hub 

https://t.co/tCTizqILXa
#edchat #higherEd #edpolicy #information #internet #k12 https://t.co/nDJePTgIk5","","0","0"
"TESOL Intl Assn","Alexandria, VA","True","1083838512628158465","2019-01-11 21:30:12","Registration is now open for the 2019 #TESOL Advocacy &amp; Policy Summit! Register now to save! https://t.co/mZcPrIQAik #edpolicy #esl #ell #elt #tesoladvocacy #tesoladv19 https://t.co/4qoADaRE9t","","5","11"
"andy saultz","Portland, OR","False","1083837696357724161","2019-01-11 21:26:58","Great talking with @OACTE and @LindseyCapps about teacher preparation and education policy today. #edpolicy #OrPol #teacherpolicy","","0","1"
"TheDailyEDU","","False","1083836170243661825","2019-01-11 21:20:54","RT @chrisdaviscng: creativity, persuasion, collaboration, adaptability, time management - how LinkedIn rates the most sought after skills -…","","1","0"
"Chris Davis","Bogota","False","1083835874029129728","2019-01-11 21:19:43","creativity, persuasion, collaboration, adaptability, time management - how LinkedIn rates the most sought after skills - sounds like an argument for Liberal Arts degrees

https://t.co/bT6FPxfeJx #edchat #education #k12 #higherEd #edpolicy #makerEd #k12artchat https://t.co/MzDCsyDZi6","","1","2"
"Ron P. Muriera","San Jose, CA","False","1083835451012636672","2019-01-11 21:18:02","RT @aep_arts: 25 states require #ArtsEd instruction in elementary, middle &amp; high school + define the #arts as a core or academic subject. C…","","1","0"
"Vital Signs at EdCommission","Denver, CO","False","1083830969910595586","2019-01-11 21:00:14","RT @edcommission: #RhodeIsland - Treasurer, lawmakers back financial literacy legislation | @NBC10 https://t.co/gdYGSSsq19 #EdClips #curric…","","1","0"
"James Clark","unite","False","1083828707377250304","2019-01-11 20:51:15","RT @chrisdaviscng: when purple becomes blue, the cognitive bias surrounding problems once they have been defined - great model for schools…","","1","0"
"Chris Davis","Bogota","False","1083826606517321728","2019-01-11 20:42:54","when purple becomes blue, the cognitive bias surrounding problems once they have been defined - great model for schools where the target is in constant motion 

https://t.co/5aX0OgEghg
#edchat #dtk12chat #k12 #edpolicy #AASSA https://t.co/BBLFEdaqMI","","1","1"
"TC's Office of Teacher Education","In the City of New York","False","1083822179672903680","2019-01-11 20:25:18","Week of Jan. 7 in Teacher Ed News #TeachingResidency #teacherprep #highereducation #edpolicy #edpolitics 
@J_Henig @chrisemdin @BaileyCCRC @AMPallas  @jscottclayton @SarahCohodes @TRatTC2  https://t.co/WG6mbQOZ0v","","1","0"
"OCES Gifted-Mrs.Neishy","Lewis Center, OH","False","1083817658217320449","2019-01-11 20:07:20","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"UWCollegeOfEd","Seattle, WA","False","1083817093097836544","2019-01-11 20:05:05","Bonuses for teachers increased reading scores for students in high-needs schools, study finds: https://t.co/FtGmMbUlWB via @EdWeekTeacher. #TeacherRetention #EdPolicy","","0","0"
"Todd Stewart","","False","1083815238263365632","2019-01-11 19:57:43","An absolute pleasure to work as a teaching fellow with @rickhess99 class on #edpolicy with @hgse J-term students this week.  Thanks so much Rick!  @AEIeducation","","0","0"
"Vladimir Kukharenko","Kharkiv","False","1083811458385879041","2019-01-11 19:42:42","RT @tvanderark: How Career and Technical Education Informs Competency-Based Learning in Putnam Co TN https://t.co/Acfr7jAJKP @VITALK12 @sla…","","4","0"
"William Knudsen","","False","1083810694158528513","2019-01-11 19:39:40","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"ECS","Denver, CO","False","1083810026526068737","2019-01-11 19:37:01","If you are a #policymaker searching for fast, in-depth and unbiased answers to pressing #EdPolicy questions, contact us today! We provide expert analysis and research to all states, at any time. https://t.co/PK53PfrHkC","","1","10"
"The G Word Documentary","San Francisco, CA","False","1083809245630480390","2019-01-11 19:33:55","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"VT School Choice","","False","1083807760419041280","2019-01-11 19:28:00","RT @ChoiceMediatv: Internal Memo Suggests Consolidating All Vermont School Districts into One https://t.co/kJkSVzF0Vb via @loladuffort #EdP…","","1","0"
"Accelify","New York, NY","False","1083805611421241345","2019-01-11 19:19:28","The Special education system is broken? #IDEA #disabilities #edpolicy https://t.co/NuC05ZYit9","","0","0"
"Krista Kaput","Minneapolis, MN","False","1083803250510290944","2019-01-11 19:10:05","New study by @RANDCorporation shows how crucial improving school climate can be to help decrease suspensions. On top of that, the report found no negative impact on the test scores of students in the schools that had restorative practices #edpolicy #equity
https://t.co/c6zneqsyOD","","0","1"
"Allison Rae Redden","Nashville, TN","False","1083799140079939584","2019-01-11 18:53:45","Looking for research/information on teacher chronic absenteeism.

Whatchy'all got? #edpolicy #chronicabsenteeism #nced #tnedu","","0","0"
"Dana Murano","","False","1083793490130149376","2019-01-11 18:31:18","RT @ACT: #K12 #edpolicy recommendation highlight: incentivize training, support, and professional development opportunities for teachers an…","","2","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083793211309649920","2019-01-11 18:30:12","Tennessee decided that it wants to compete with Alabama for the title of worst state for underaged girls.

Reformers in the state - and throughout the nation - should rain fire and brimstone upon the legislature. @AndrewPillow @EdTrust @VillanuevaBeard #edreform #edpolicy https://t.co/yXJh4ihceS","","0","1"
"EPFP","","False","1083788872067227649","2019-01-11 18:12:57","RT @KristaKaput: .@MN_EPFP fellows working on solving lack of teacher diversity in Minnesota @IELconnects @epfp_iel #edpolicy https://t.co/…","","1","0"
"Lawrence G. Miller","Chattanooga TN","False","1083787387719872512","2019-01-11 18:07:03","Trump administration proposal to lift cap on colleges outsourcing #highered -  Programs offered through unaccredited entities stirs concerns about giving companies back door to federal #studentaid. | https://t.co/z0BqOSfQya #edpolicy @insidehighered @NewAmerica @GA @Skills_Fund https://t.co/eazlcw0L4x","","0","1"
"ECS","Denver, CO","False","1083784867081605120","2019-01-11 17:57:02","#RhodeIsland - Treasurer, lawmakers back financial literacy legislation | @NBC10 https://t.co/gdYGSSsq19 #EdClips #curriculum #EdPolicy https://t.co/YfC5VJqFIN","","1","0"
"Choice Media","Hoboken, NJ","False","1083784861956128769","2019-01-11 17:57:01","Internal Memo Suggests Consolidating All Vermont School Districts into One https://t.co/kJkSVzF0Vb via @loladuffort #EdPolicy","","1","0"
"The Century Foundation","New York","True","1083783095818567680","2019-01-11 17:50:00","RT @JohnSegota: Really good analysis by @ConorPWilliams on some of the policy issues for #ELLs under #ESSA | Will Shifting English Learning…","","2","0"
"AEP","Denver, CO","False","1083780829958922240","2019-01-11 17:41:00","RT @edcommission: Deadline approaching! Apply by this Friday, Jan 11: https://t.co/R8H2QWTxih #EdPolicy #JobAlert https://t.co/WIwtOJ0NHG","","2","0"
"Dan Wuori","Durham, NC","False","1083777370920755205","2019-01-11 17:27:15","RT @Hunt_Institute: Listen at Lunch: The Intersection Webinar this week highlighted #Edpolicy considerations and key takeaways from two #Pr…","","2","0"
"Conor P. Williams","District of Columbia, USA","True","1083775983617015814","2019-01-11 17:21:44","RT @JohnSegota: Really good analysis by @ConorPWilliams on some of the policy issues for #ELLs under #ESSA | Will Shifting English Learning…","","2","0"
"John Segota MPS, CAE","Alexandria, VA","False","1083774352993255426","2019-01-11 17:15:15","Really good analysis by @ConorPWilliams on some of the policy issues for #ELLs under #ESSA | Will Shifting English Learning Accountability to Schools Work? https://t.co/QUqWMHibS5 via @TCFdotorg #TESOL #ESL #ELL #ESOL #DLL #bilingual #edpolicy #ESEA","","2","2"
"Dr. KarenGreenhaus","","False","1083771942845460483","2019-01-11 17:05:41","Some good 'lessons learned' here about #education #students #edleadership #teachers
https://t.co/RNJtwIBuy5 
#edpolicy","","0","0"
"The Hunt Institute","Durham, NC","False","1083771852282052609","2019-01-11 17:05:19","Listen at Lunch: The Intersection Webinar this week highlighted #Edpolicy considerations and key takeaways from two #PrincipalPrep programs. Our very own @jsiddiqi7 and @PatrickCSims led the discussion. Listen to the replay and see the full report: https://t.co/cNMgnRszV6 #EdChat","","2","1"
"Krista Kaput","Minneapolis, MN","False","1083770728758026241","2019-01-11 17:00:51","At PELSB, where there is much needed conversation &amp; testimony around the need for alternative teacher preparation programs as a pathway for more non-traditional and teachers of color to enter Minnesota’s classrooms #edpolicy #equity https://t.co/2PWwvJbFv4","","0","1"
"Vital Signs at EdCommission","Denver, CO","False","1083770673451991040","2019-01-11 17:00:38","RT @edcommission: Have you subscribed to our daily news roundup yet? Stay on top of the latest in #EdPolicy with #EdClips - https://t.co/s3…","","2","0"
"JCriley","","False","1083768371512991745","2019-01-11 16:51:29","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"Kate Wolff","Washington, DC","False","1083767017180749826","2019-01-11 16:46:06","RT @edcommission: More on #Massachusetts' education-related proposals in our summary of @MassGovernor's State of the State Address - https:…","","1","0"
"MejiasJPR","Florida, USA","False","1083761644767989760","2019-01-11 16:24:46","RT @NAGCGIFTED: Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 http…","","10","0"
"Krista Kaput","Minneapolis, MN","False","1083761268798959616","2019-01-11 16:23:16","Honored to have spoken at the #SEE meeting about @EdEvolving competency-based education legislation and other 2019 priorities #edpolicy #equity","Place(country='United States', name='Roseville', url='https://api.twitter.com/1.1/geo/id/419d7e5fdfa100b4.json', id='419d7e5fdfa100b4', country_code='US', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4604fce908>, coordinates=[[[-93.2081037, 44.991758], [-93.1057404, 44.991758], [-93.1057404, 45.036415], [-93.2081037, 45.036415]]], type='Polygon'), place_type='city', full_name='Roseville, MN', attributes={}, _api=<tweepy.api.API object at 0x7f4604fce908>, contained_within=[])","0","2"
"NAGC","Washington DC","False","1083760408702447617","2019-01-11 16:19:51","Be a voice for #gifted children &amp; their education! Register for the NAGC Leadership &amp; Advocacy Conference, March 17-19 https://t.co/ry5pijiL4D  #GiftedMinds #gtchat #edpolicy https://t.co/D6PxCuckAx","","10","14"
"Dan Gordon","Washington, DC","False","1083760371083689984","2019-01-11 16:19:42","RT @ERStrategies: Shifting to student-based budgeting can mean a big shift in how districts &amp; schools work together. 
Here's our guide for…","","1","0"
"Education Resource Strategies","Watertown, MA","False","1083758082101075969","2019-01-11 16:10:36","Shifting to student-based budgeting can mean a big shift in how districts &amp; schools work together. 
Here's our guide for planning &amp; rollout &gt;&gt; https://t.co/VlYeBLWy8R 

#edequity #studentsuccess #edchat #k12 #edresearch #edpolicy #edadmin #suptchat https://t.co/6MMA9Pktk4","","1","0"
"Kim Teague","Hickory, North Carolina","False","1083747297324879872","2019-01-11 15:27:45","RT @EducationNext: Chester E. Finn, Jr. deconstructs the many causes of teacher turnover. https://t.co/Q82gelMpVd  #EdChat #EdTech #EdPolicy","","3","0"
"John Segota MPS, CAE","Alexandria, VA","False","1083739127462404096","2019-01-11 14:55:17","Trump, Congress, ESSA and More: Six Issues to Watch in 2019 https://t.co/J1CtlkrBRo via @PoliticsK12 #education #edpolicy #ESEA #ESSA #edpolitics #K12","","0","0"
"TX School Choice","","False","1083735532981665793","2019-01-11 14:41:00","RT @ChoiceMediatv: After Calling Houston District Leadership a ‘Disaster,’ Texas Governor Says He Is Not Contemplating Legislation https://…","","1","0"
"Marzano Research","Denver, CO","True","1083732856189448192","2019-01-11 14:30:22","#Edleaders: New modules help train school and district staff to evaluate program implementation and success. Learn about the modules and the work of @codepted and @RELCentral @MarzanoResearch to create them: https://t.co/RDHxRgMnvk #edpolicy #edresearch","","0","0"
"iNACOL","Vienna, VA","False","1083728234099945473","2019-01-11 14:12:00","A #NewYear could mean a new opportunity for a rising #edpolicy rock star. We're hiring a Policy Associate to join @mariaworthen and @ntruongedu. https://t.co/4cXMtaWCbw https://t.co/8HBZcHuK9O","","0","0"
"Krista Kaput","Minneapolis, MN","False","1083721474144374784","2019-01-11 13:45:08","Attention state officials: Thinking about applying for ESSA's Innovative Assessment pilot? You don't have to pick just one exam for your test drive—but you do have to end up with a single test in the end #edpolicy #innovation #equity https://t.co/M3atdMfdHe","","0","0"
"Nick Nonis","New York, USA","False","1083717566533693440","2019-01-11 13:29:37","RT @ACT: #K12 #edpolicy recommendation highlight: incentivize training, support, and professional development opportunities for teachers an…","","2","0"
"Russell Poulin","Longmont, CO","False","1083713391225532416","2019-01-11 13:13:01","""Nearly all of the regulations targeted in the upcoming rule-making were put in place to protect against fraud."" https://t.co/8Wp0CQjmSx
via @amprog #negreg #edpolicy","","0","0"
"Mark Johnson","united s","False","1083706146341433344","2019-01-11 12:44:14","RT @EducationNext: Chester E. Finn, Jr. deconstructs the many causes of teacher turnover. https://t.co/Q82gelMpVd  #EdChat #EdTech #EdPolicy","","3","0"
