"Username","Location","Verified User?","Tweet ID","Tweet Time","Tweet Text","Tweet Place","Retweet Count","Favorite Count"
"Cindy Johanson","Marin, CA","False","1083878900437041153","2019-01-12 00:10:42","RT @DavidKirp: Community schools can change kids' lives--NYC illustrates how to do it right. https://t.co/lZK6IoW0Kv @DianeRavitch @rweinga…","","5","0"
"CBVRCE Mathematics","","False","1083869617427267586","2019-01-11 23:33:48","RT @mashupmath: Small interventions to change mindsets about learning can have tremendous effects on performance! #growthmindset #edreform","","1","0"
"Mashup Math","Denver, CO","False","1083868736535363586","2019-01-11 23:30:18","Small interventions to change mindsets about learning can have tremendous effects on performance! #growthmindset #edreform","","1","3"
"TheDailyEDU","","False","1083866302576513025","2019-01-11 23:20:38","RT @MyLinkedInPage: #Hiring Fmr. #Classroom #Teachers w #Sales &amp; #Marketing #Skillsets in #Education Marketing is a Winning Strategy for #E…","","3","0"
"James Clark","unite","False","1083858840410603520","2019-01-11 22:50:59","RT @MyLinkedInPage: #Hiring Fmr. #Classroom #Teachers w #Sales &amp; #Marketing #Skillsets in #Education Marketing is a Winning Strategy for #E…","","3","0"
"EDU bot/human hybrid","","False","1083857792203673600","2019-01-11 22:46:49","RT @MyLinkedInPage: #Hiring Fmr. #Classroom #Teachers w #Sales &amp; #Marketing #Skillsets in #Education Marketing is a Winning Strategy for #E…","","3","0"
"DanGalante","New York, USA","False","1083853232122802176","2019-01-11 22:28:42","#Hiring Fmr. #Classroom #Teachers w #Sales &amp; #Marketing #Skillsets in #Education Marketing is a Winning Strategy for #EdTech, #ELearning, #Educational #Publishing &amp; the #Teachers / #Students they Serve. #K12 #HigherEd #EdReform #ST…https://t.co/DF6ugA7M53 https://t.co/GzN79Bcfkl","","3","1"
"Richard P. Phelps","Asheville, NC  USA","False","1083852722812715009","2019-01-11 22:26:40","Dismissive reviews in education policy research -- A list https://t.co/CVPqmoRO5j  #edchat #edreform #edpolicy #education #COF_ @LJA_Foundation @CEPdata @InsidePhilanthr @npquarterly @JoyceFdn @LuminaFound @Hewlett_Found @BroadFoundation @WaltonFamilyFdn","","1","0"
"Facing History LA","Los Angeles","False","1083845978547924993","2019-01-11 21:59:52","RT @icivics: Thank you for joining us today at the “Civic Learning Impact and Mearurement Convening”! We hope you’ve learned something new…","","3","0"
"CJ","Pasadena Ca","False","1083844853048389633","2019-01-11 21:55:24","RT @rdsathene: ""As Strike Looms, LAUSD Special Education Practices Come Into Focus"" - @ChangeTheLAUSD https://t.co/TMEeUBWCaG #LAUSD #EdRef…","","4","0"
"Mom Of All Capes","DC Metro Area","False","1083844833880358912","2019-01-11 21:55:19","RT @icivics: Thank you for joining us today at the “Civic Learning Impact and Mearurement Convening”! We hope you’ve learned something new…","","3","0"
"iCivics","Cambridge, MA","False","1083844699134160896","2019-01-11 21:54:47","Thank you for joining us today at the “Civic Learning Impact and Mearurement Convening”! We hope you’ve learned something new and made new connections. Please listen to the 6 key takeaways from @louise_dube... #CivXNow #edreform #edequity #edchat https://t.co/inT43EWRbs","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","3","11"
"NonpartisanEducation","USA","False","1083844662291587072","2019-01-11 21:54:39","RT @icivics: What can civic learning contribute to improving the quality of our education system? What values are embedded in the #edreform…","","2","0"
"Mom Of All Capes","DC Metro Area","False","1083842901702959104","2019-01-11 21:47:39","“Funders talk about scale... teachers are in the trenches. Teacher are a driving force for policy change. When policy changes occur funders also act...” @IllinoisCivics #CivXnow #edchat #edreform","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","3"
"Mom Of All Capes","DC Metro Area","False","1083841961251880960","2019-01-11 21:43:55","Breaking down silos will be critical to solving civic problems... “The more questions of civics and civic learning that are attached to the big things we care about, the easier it is for funders to respond...” @ckmcguire #CivXNow #edreform","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","1"
"Mom Of All Capes","DC Metro Area","False","1083841296232460291","2019-01-11 21:41:16","“As a field... civics fails to connect the dots...” @IllinoisCivics #CivXNow #edreform","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","1"
"Galen Eric Murray","New York City","False","1083839537455935488","2019-01-11 21:34:17","RT @MomOfAllCapes: Engage the spectrum! 
“We can’t approach this from a deficit point of view. We need a whole convening on equity and race…","","4","0"
"Mom Of All Capes","DC Metro Area","False","1083837074803851264","2019-01-11 21:24:30","Isolated incidents of success no more!
👇👇👇
“We can’t set people (teachers and students) up to fail... You must focus on the program you have that works and use it to teach the system to grow and evolve as well.” @ckmcguire (@Hewlett_Found)

#civxnow #edreform #edequity","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","2"
"Mom Of All Capes","DC Metro Area","False","1083836196428513280","2019-01-11 21:21:00","RT @icivics: What is an education system built to do in regard to preparing students to engage in our democracy... @ckmcguire (@Hewlett_Fou…","","3","0"
"iCivics","Cambridge, MA","False","1083835882908471296","2019-01-11 21:19:45","What is an education system built to do in regard to preparing students to engage in our democracy... @ckmcguire (@Hewlett_Found)

#civxnow #edreform #edequity https://t.co/cIejXmuSVP","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","3","4"
"iCivics","Cambridge, MA","False","1083834380760444928","2019-01-11 21:13:47","“We are all collectively responsible how this room should grow and move forward” @StaffordBrizard speaks to the onus on funders to access and support groups that don’t find their way to the funder’s office. #civxnow #edequity #edreform","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","3"
"Jeffrey Politzer","Arlington, VA","False","1083833466830106624","2019-01-11 21:10:09","RT @jlubinsky: If People Talked to Other Professionals the Way They Talk to Teachers https://t.co/MMC4lfPfJX #edchat #edreform","","10","0"
"Diane Van Hook","Connecticut","False","1083833271883042820","2019-01-11 21:09:23","RT @MomOfAllCapes: Engage the spectrum! 
“We can’t approach this from a deficit point of view. We need a whole convening on equity and race…","","4","0"
"iCivics","Cambridge, MA","False","1083833183408246785","2019-01-11 21:09:02","RT @MomOfAllCapes: “Success is more than just about academic skills and knowledge and we don’t have a system designed to support that. We h…","","1","0"
"EducationState","London, UK","False","1083832962842542081","2019-01-11 21:08:09","Academy trust seeks unpaid workers https://t.co/blFs4ngAnF via @schoolsweek
#EdReform","","0","0"
"iCivics","Cambridge, MA","False","1083831649899442176","2019-01-11 21:02:56","RT @MomOfAllCapes: Engage the spectrum! 
“We can’t approach this from a deficit point of view. We need a whole convening on equity and race…","","4","0"
"Mom Of All Capes","DC Metro Area","False","1083831565107453952","2019-01-11 21:02:36","“Success is more than just about academic skills and knowledge and we don’t have a system designed to support that. We have to do the work with a deep focus on academic inequities and systematic racism” @StaffordBrizard 
#civxnow #edequity #edreform https://t.co/GRg9F2jbBV","","1","5"
"Mom Of All Capes","DC Metro Area","False","1083830902017249280","2019-01-11 20:59:58","Engage the spectrum! 
“We can’t approach this from a deficit point of view. We need a whole convening on equity and race. Our nation is only as healthy as our least healthy student or our least healthy population”. @DPhillips236 #civxnow #letsk12better #edreform #edequity https://t.co/n9lV9hoH7N","","4","6"
"Gary Stager - New Invent To Learn Book!","iPhone: 33.836876,-118.351767","False","1083830333483565056","2019-01-11 20:57:42","RT @garystager: Tastes great! 25% more filling!

A new and expanded edition of Invent to Learn is now available! #makered #edreform #CS4ALL…","","2","0"
"Mom Of All Capes","DC Metro Area","False","1083830063852793862","2019-01-11 20:56:38","Really important to make sure we do this as we move forward👉 “Meeting teachers and schools where they are and addressing those needs...” @IllinoisCivics #civxnow #letsk12better #edreform","","0","4"
"Emma Humphries","Jacksonville, FL","False","1083829835951104000","2019-01-11 20:55:44","@IllinoisCivics: ""Key to implementation have been teachers."" That is why #CivicsIsBack in Illinois #civxnow #sschat #edreform","","0","2"
"iCivics","Cambridge, MA","False","1083829512519901184","2019-01-11 20:54:27",".@IllinoisCivics talks about building networks of educators and district level allies that helped push for policy change in the state of Illinois.

#civicsisback #civxnow #sschat #edreform https://t.co/BERPSdIPyj","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","4"
"iCivics","Cambridge, MA","False","1083828625680429057","2019-01-11 20:50:55","Where do we go from here? Defining a research and action agenda with @jkahne @IllinoisCivics @ckmcguire (@Hewlett_Found) @StaffordBrizard @DPhillips236 (@dcpublicschools).

#civxnow #edreform https://t.co/C0dtwt96MU","","1","6"
"CAPE Committee","Illinois, USA","False","1083824173909188610","2019-01-11 20:33:14","This article really brings it about the realities of corporate #EdReform and profiteering / privatization being pushed by corporate interests and @BetsyDevosED","","0","1"
"CAPE Committee","Illinois, USA","False","1083823833080127489","2019-01-11 20:31:52","Thanks @PubInterest for this article about how DeVos, Gates and Zuckerberg want out schools to close #EdReform https://t.co/Gv8a5ZH4ae","","2","2"
"Buck Institute for Education","Novato, CA","False","1083823220308860929","2019-01-11 20:29:26","RT @UnlockingTime: What's stopping us from rethinking the way we allocate our time? 🤔
Quote via @pblbob @BIEpbl 
#edreform #pblchat https:/…","","5","0"
"Unlocking Time","San Francisco, CA","False","1083822867178029056","2019-01-11 20:28:02","What's stopping us from rethinking the way we allocate our time? 🤔
Quote via @pblbob @BIEpbl 
#edreform #pblchat https://t.co/ZT5pauezlm","","5","8"
"Eric Cartmenez","Barrio Los Angeles","False","1083820504048259072","2019-01-11 20:18:39","RT @rdsathene: ""As Strike Looms, LAUSD Special Education Practices Come Into Focus"" - @ChangeTheLAUSD https://t.co/TMEeUBWCaG #LAUSD #EdRef…","","4","0"
"Robert D. Skeels, JD 🎍🇵🇸🔻","Barrio Echo Parque, Alta Calif","False","1083819962395963392","2019-01-11 20:16:30","""As Strike Looms, LAUSD Special Education Practices Come Into Focus"" - @ChangeTheLAUSD https://t.co/TMEeUBWCaG #LAUSD #EdReform #ableism #SPED https://t.co/bBzrpDypFE","","4","2"
"Julia Gabor M.A. Ed.","Los Angeles","False","1083817324254318598","2019-01-11 20:06:01","This is our problem: The Kids Are Right: School Is Boring https://t.co/yxovo9c8TF via @educationweek #edreform","","0","1"
"Sean"," Australia","False","1083815469792997376","2019-01-11 19:58:38","RT @garystager: Tastes great! 25% more filling!

A new and expanded edition of Invent to Learn is now available! #makered #edreform #CS4ALL…","","2","0"
"Mom Of All Capes","DC Metro Area","False","1083815032486412288","2019-01-11 19:56:54","“Stacked Education Reform” yes! I love this term used by LaVerne Srinivasan @CarnegieCorp... when discussing buy in, everyone is a stakeholder in K12 and it takes everyone to make large curricular changes work.
#letsk12better #civxnow #edreform #edchat https://t.co/FUd1X7VLAR","","0","4"
"MDCPSSocialSciences","Miami","False","1083814813233438720","2019-01-11 19:56:02","RT @icivics: Dr. Ruth Chung Wei (@stanford_SCALE) talks about equity: whose values are we assessing? She commended the work done in @MDCPS/…","","3","0"
"SJ - Founder & CMA","America & around the world","False","1083813352688762881","2019-01-11 19:50:14","RT @eraser: The Rise of e-learning. #Infographic @courseworld https://t.co/KTd72TpNC5 #elearning #mlearning #MOOC #digital #digitallearning…","","2","0"
"Carol Ann","Summerlin South, NV","False","1083812875259457536","2019-01-11 19:48:20","RT @missingvoice: WOW! When I reviewed the information in this just now, I couldn't help but to be struck by how closely so called #EdRefor…","","2","0"
"Matt Arnold","Fishers, IN","False","1083811561104441344","2019-01-11 19:43:07","RT @icivics: Dr. Zelman suggested game-based assessments built into games... these assessments not only engage students but remove standard…","","2","0"
"iCivics","Cambridge, MA","False","1083811130730897408","2019-01-11 19:41:24","RT @MomOfAllCapes: “If we want every child that goes though our education system to have a shot after graduation and to be able to affect c…","","1","0"
"genny allard","Teterboro, NJ","False","1083809830849204225","2019-01-11 19:36:14","RT @icivics: What can civic learning contribute to improving the quality of our education system? What values are embedded in the #edreform…","","2","0"
"Mom Of All Capes","DC Metro Area","False","1083809365067366400","2019-01-11 19:34:23","“If we want every child that goes though our education system to have a shot after graduation and to be able to affect civic change, we need to realize this as a complex problem”. LaVerne Srinivasan, @CarnegieCorp 

#civxnow #letsk12better #edreform #edchat https://t.co/C9acK8lb70","","1","3"
"iCivics","Cambridge, MA","False","1083808114623692800","2019-01-11 19:29:25","What can civic learning contribute to improving the quality of our education system? What values are embedded in the #edreform conversation, and how does civic learning align with these values?
#CivXNow #edchat https://t.co/tjh1egjJvM","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","2","3"
"CPS Civic Engagement","Chicago, IL","False","1083806927669256193","2019-01-11 19:24:42","RT @icivics: Dr. Ruth Chung Wei (@stanford_SCALE) talks about equity: whose values are we assessing? She commended the work done in @MDCPS/…","","3","0"
"TheDailyEDU","","False","1083805923674673152","2019-01-11 19:20:43","RT @bruceirla: Elementary Mathies! One-Minute Professional Learning:
https://t.co/s9BorHly4X
#Education #Learning, #K12
#WhatIsSchool #Edch…","","1","0"
"Juan José Calderón Amador","Sevilla","False","1083805765159272449","2019-01-11 19:20:05","¿Por qué es necesario repensar la competencia #docente para el mundo #digital? Why #rethinking teaching competence for the digital world? @lindacq @jordi_a &amp; @francescesteve https://t.co/2yFSRu59AO #competencia #escuela  #world  #edreform #education #edtech #educación #TIC #tech","","0","1"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083801295180443648","2019-01-11 19:02:19","#edreform #DisciplineReform #KidsNotCriminals #SchoolDiscipline https://t.co/Kn7HovN64q","","0","0"
"Starr Sackstein","New York","False","1083800029209477125","2019-01-11 18:57:17","9 Tips for Making the Most of the Observation Process https://t.co/83TXn26EIh via @educationweek #edreform #leadup #whatisschool","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083798830175391744","2019-01-11 18:52:31","Again, #edreform-ers, call (615) 741-4389 or (615) 741-0709 and tell Tennessee's House Speaker, Glen Casada, to remove Rep. Byrd from the education committee. https://t.co/Lb8yEi5PiG","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083797123328626690","2019-01-11 18:45:44","Good. Now, it's time to do something about it. #edreform https://t.co/igPDvUx0ly","","0","0"
"Gary Stager - New Invent To Learn Book!","iPhone: 33.836876,-118.351767","False","1083795426686332928","2019-01-11 18:39:00","Tastes great! 25% more filling!

A new and expanded edition of Invent to Learn is now available! #makered #edreform #CS4ALL https://t.co/VcSGUDmsVs","","2","1"
"Angela R. Rudolph","Chicago, IL","False","1083794313262313472","2019-01-11 18:34:34","The @ChiGrrll Education Policy Daily is out! https://t.co/mdTx8wGdxr #edchat #edreform Stories via @PewStates @Ed4Excellence @mikedebonis","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083793705218248705","2019-01-11 18:32:09","Yes, #edreform-ers and other defenders of the vulnerable, action is now needed. @ConorPWilliams @arotherham @shaunking @dsellers22 @sekoubiddle @MrDavidJohns https://t.co/MZetDMip7k","","0","3"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083793211309649920","2019-01-11 18:30:12","Tennessee decided that it wants to compete with Alabama for the title of worst state for underaged girls.

Reformers in the state - and throughout the nation - should rain fire and brimstone upon the legislature. @AndrewPillow @EdTrust @VillanuevaBeard #edreform #edpolicy https://t.co/yXJh4ihceS","","0","1"
"Lennon Audrain","Tempe, Arizona","False","1083791558405545984","2019-01-11 18:23:38","I want to follow you if you’re...

A) an educator

B) care about the #future for #students

Please comment below &amp; retweet if you fit the criteria &amp; I don’t already follow you!

I am in this for the connection, not the numbers! 

Thank you!
#education #edreform #edchat #edtech","","1","17"
"Bruce Irla","Portland, OR","False","1083791407582715906","2019-01-11 18:23:02","Elementary Mathies! One-Minute Professional Learning:
https://t.co/s9BorHly4X
#Education #Learning, #K12
#WhatIsSchool #Edchat #EduMatch #Edreform #FutureReady @educate808 #ElemMathChat #ITeachMath
@dewgott   @hiMATHgirl https://t.co/CHbhYFEpm6","","1","0"
"iCivics","Cambridge, MA","False","1083790618302640128","2019-01-11 18:19:53","The experience of civic life is central to developing engaged citizens... 
Read more in the ""Political and Civic Behavior"" Research Summary:   https://t.co/KoTzvWzgSN
#civxnow #edequity #edreform #edchat","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","3"
"Dr. Lindsay Portnoy","New York, USA","False","1083789670583025664","2019-01-11 18:16:07","RT @MomOfAllCapes: Yes @MsJaseeka! 💯 
👇👇👇
When data is used to beat up on schools and teachers it is counter productive... data should be u…","","7","0"
"NikPeachey","UK","False","1083788138391236609","2019-01-11 18:10:02","“Removing structures of control opens possibilities. The end outcomes or goals of an experience are neither dictated nor determined from the start, but instead emerge as learning develops. ” https://t.co/jal3tsWJ55 #edreform #edtech #pedagogy #assessment #elt #eal #ell #k12 https://t.co/alHbY8zUrz","","0","1"
"Errol St.Clair Smith","Worldwide","False","1083787335437758464","2019-01-11 18:06:51","RT @BAMRadioNetwork: Flipping Alone: Surmounting the Barriers to Active Learning https://t.co/fFKSYKaOzS @jonbergmann  @josejupam #edchat #…","","3","0"
"Moni Gutierrez","Chi-ca-go, Illnois","False","1083786754623188997","2019-01-11 18:04:32","RT @MomOfAllCapes: Yes @MsJaseeka! 💯 
👇👇👇
When data is used to beat up on schools and teachers it is counter productive... data should be u…","","7","0"
"iCivics","Cambridge, MA","False","1083784035204091904","2019-01-11 17:53:44","What are the habits, the skills, &amp; the knowledge that students of color, rural white students, and students in low-income communities need to enact change in their community?  #civxnow #studentvoice #edreform
Political and Civic Behavior Research Summary: https://t.co/KoTzvWzgSN","","0","3"
"Facing History LA","Los Angeles","False","1083779660809269249","2019-01-11 17:36:21","RT @icivics: Dr. Ruth Chung Wei (@stanford_SCALE) talks about equity: whose values are we assessing? She commended the work done in @MDCPS/…","","3","0"
"kid-grit","California, USA","False","1083778390362996736","2019-01-11 17:31:18","This is our problem: The Kids Are Right: School Is Boring https://t.co/jtZVdLUo1d via @educationweek #edreform","","2","1"
"Lynn Davenport","Dallas, TX","False","1083777536558067712","2019-01-11 17:27:54","RT @BisforBerkshire: One stat you rarely see mentioned in the Denver-style #edreform sales pitch: just how many administrators there are. A…","","5","0"
"Doug Swaney","southeast Michigan","False","1083776216988033024","2019-01-11 17:22:40","This article was referenced in another article on why homework doesn't help. It's an interesting read. https://t.co/91P2kpJqsm 
#education #educhat #studentengagement  #highschool #edreform","","0","0"
"Learning Policy Inst","Palo Alto, CA","False","1083776107399299072","2019-01-11 17:22:14","RT @jeffbcdm: Yes THIS: ""we as a society are deceiving ourselves if we think we’ll transform educational outcomes without addressing econom…","","5","0"
"Matthew Farber, Ed.D.","Fort Collins, CO","False","1083775247373889536","2019-01-11 17:18:49","RT @icivics: Dr. Zelman suggested game-based assessments built into games... these assessments not only engage students but remove standard…","","2","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083774446358405120","2019-01-11 17:15:38","It's nice to disagree without being disagreeable. But that isn't always possible, especially if the disagreements are fundamental to the issues at hand. Besides, allies and colleagues aren't friends. #edreform","","0","0"
"iCivics","Cambridge, MA","False","1083774127213707264","2019-01-11 17:14:22","Dr. Ruth Chung Wei (@stanford_SCALE) talks about equity: whose values are we assessing? She commended the work done in @MDCPS/@MDCPSSocStudies &amp; @ChiPubSchools/@CPSCivicLife &amp; their ability to assess students at scale while holding on to local values. #civxnow #edreform #edequity https://t.co/vCuonTcmGO","","3","11"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083773564770308097","2019-01-11 17:12:08","If no one calls anyone on the carpet for anything, you can end up on a path that leads to nothing improving for the marginalized and nothing getting done. 

You may hate the criticisms. But you're not supposed to like them. You're supposed to listen and understand. #edreform","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083773131024683008","2019-01-11 17:10:24","The White folks who fail to realize that their implicit biases keep them from considering the views of Black and Brown allies. The folks who think that advancing culturally-affirming schools is the only way. The institutionalists who don't understand grassroots power. #edreform","","0","0"
"iCivics","Cambridge, MA","False","1083772640509059072","2019-01-11 17:08:27","Dr. Zelman suggested game-based assessments built into games... these assessments not only engage students but remove standardized biases and democratizes the testing process.  #civxnow #edgame #edreform https://t.co/mYbf8TLjyx","","2","6"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083772265928495105","2019-01-11 17:06:58","What is never understood is that criticizing your allies is part of making movements, parties and organizations successful in transforming society. Because your allies often come in with blinders, both about their ideas and even about themselves. #edreform-related https://t.co/6AGxYr4hqi","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083768705790693376","2019-01-11 16:52:49","Back in 2003 in Oklahoma, a $175K home was expensive. Exhorbitant in many economically depressed parts of America today, including southern Indiana.  

The point Warren was making is that families shouldn't have to buy a home to give their kids high-quality education. #edreform https://t.co/YyXbFmf620","","0","1"
"iCivics","Cambridge, MA","False","1083767982541557760","2019-01-11 16:49:57","#NAEP civics tests assessed the understanding of a narrow set of civic knowledge and has also faced inconsistencies in reporting due to budget cuts. It provides aggregate data that is used by the press and researches but no feedback for students. 

#Civxnow #sschat #edreform","Place(id='490bdb082950484f', name='Menlo Park', bounding_box=BoundingBox(coordinates=[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/490bdb082950484f.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Menlo Park, CA')","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083767564600266752","2019-01-11 16:48:17","The lack of real parent power is a critical problem. It won't be solved simply by expanding school choice. Families also have to be able to transform the schools in their communities that they and earlier generations have invested. #edreform #ParentPower https://t.co/r5vl57k00E","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083766807775887360","2019-01-11 16:45:17","I get what Bill Daley is trying to do. The problem is that eliminating local school councils, as the Chicago mayoral candidate and political scion proposes, also guts the potential for real parent power in education. #edreform #ParentPower https://t.co/EDacQcbpjK","","0","0"
"TC's Office of Teacher Education","In the City of New York","False","1083766325439315973","2019-01-11 16:43:22","RT @tomliamlynch: Watch James Baldwin note that in order to talk about education, we have to talk about the society in which it is situated…","","1","0"
"Peter C. Cook","New Orleans, Louisiana","False","1083765227550846976","2019-01-11 16:39:00","According to critics, #NOLAed charter schools are virtual prisons… #edreform https://t.co/OL00cyx7y4","","0","1"
"NEPC","Boulder, CO","False","1083760833639809024","2019-01-11 16:21:32","RT @MindShiftKQED: It's not that money doesn't matter — it does. But real change takes time, and how the money is spent is as important as…","","3","0"
"edudada","Sevilla ciberespacial","False","1083752789468213250","2019-01-11 15:49:34","RT @eraser: Resumen del informe Ideas para Tejer: Reflexiones sobre la educación en Colombia 2010-2018.  @Fundacion_ExE https://t.co/Da05Cc…","","2","0"
"Peter C. Cook","New Orleans, Louisiana","False","1083749948250828806","2019-01-11 15:38:17","I recently criticized @guardian for its biased coverage of the looming UTLA strike: https://t.co/cF6VynZKgd 

To their credit, today's piece on the strike from @AndrewGumbel is fair, balanced, and even features @RbnLake. Kudos. https://t.co/4LaWMDLSH2 #edreform https://t.co/245fPFqppU","","0","4"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1083749890625339393","2019-01-11 15:38:03","#edreform #NativeEdu https://t.co/sByNa5WjmG","","0","1"
"MRX","New Jersey","False","1083747092307365893","2019-01-11 15:26:56","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | TEDxCincinnati https://t.co/zeqdWc9Uhz #virtualRealit…","","7","0"
"TheDailyEDU","","False","1083745586904469505","2019-01-11 15:20:57","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | TEDxCincinnati https://t.co/zeqdWc9Uhz #virtualRealit…","","7","0"
